,DEX_CONTRATO,Underlying_name,am_eu_type,Underlying Code,Tipo,Comprada,Contratos,Sentido,Strike,Px_ejecucion,Multiplicador,Divisa,Bid,Ask,Vencimiento,todays_date,Spot_Price
21088,OR1 40000L1,LOREAL,Europea,OR1,Call,0,0,0,400,0,100,EUR,"2,49","3,56",2021-12-17,2021-04-16,3800
21089,MC1 45000L1,LVMH MOET,Europea,MC1,Call,0,0,0,450,0,100,EUR,"180,56","167,88",2021-12-17,2021-04-16,3800
21090,OR1 45000X1,LOREAL,Europea,OR1,Put,0,0,0,450,0,100,EUR,"119,25","113,23",2021-12-17,2021-04-16,3800
21091,MC1 45000X1,LVMH MOET,Europea,MC1,Put,0,0,0,450,0,100,EUR,"5,17","6,13",2021-12-17,2021-04-16,3800
21092,OR1 45000L1,LOREAL,Europea,OR1,Call,0,0,0,450,0,100,EUR,"0,66","0,82",2021-12-17,2021-04-16,3800
21093,MC1 46000X1,LVMH MOET,Europea,MC1,Put,0,0,0,460,0,100,EUR,"5,93","7,11",2021-12-17,2021-04-16,3800
21094,MC1 46000L1,LVMH MOET,Europea,MC1,Call,0,0,0,460,0,100,EUR,"170,67","158,27",2021-12-17,2021-04-16,3800
21095,MC1 48000L1,LVMH MOET,Europea,MC1,Call,0,0,0,480,0,100,EUR,"152,3","140,33",2021-12-17,2021-04-16,3800
21096,MC1 48000X1,LVMH MOET,Europea,MC1,Put,0,0,0,480,0,100,EUR,"7,86","9,37",2021-12-17,2021-04-16,3800
21097,OR1 50000L1,LOREAL,Europea,OR1,Call,0,0,0,500,0,100,EUR,"0,31","0,36",2021-12-17,2021-04-16,3800
21098,OR1 50000X1,LOREAL,Europea,OR1,Put,0,0,0,500,0,100,EUR,"169,13","162,93",2021-12-17,2021-04-16,3800
21099,MC1 50000L1,LVMH MOET,Europea,MC1,Call,0,0,0,500,0,100,EUR,"134,61","123,14",2021-12-17,2021-04-16,3800
21100,MC1 50000X1,LVMH MOET,Europea,MC1,Put,0,0,0,500,0,100,EUR,"10,4","12,31",2021-12-17,2021-04-16,3800
21101,MC1 55000X1,LVMH MOET,Europea,MC1,Put,0,0,0,550,0,100,EUR,"20,35","23,91",2021-12-17,2021-04-16,3800
21102,MC1 55000L1,LVMH MOET,Europea,MC1,Call,0,0,0,550,0,100,EUR,"94,06","84,12",2021-12-17,2021-04-16,3800
21103,MC1 60000L1,LVMH MOET,Europea,MC1,Call,0,0,0,600,0,100,EUR,"60,24","52,41",2021-12-17,2021-04-16,3800
21104,MC1 60000X1,LVMH MOET,Europea,MC1,Put,0,0,0,600,0,100,EUR,"37,22","42,88",2021-12-17,2021-04-16,3800
21105,MC1 65000X1,LVMH MOET,Europea,MC1,Put,0,0,0,650,0,100,EUR,"62,91","71,02",2021-12-17,2021-04-16,3800
21106,MC1 65000L1,LVMH MOET,Europea,MC1,Call,0,0,0,650,0,100,EUR,"35,28","30,08",2021-12-17,2021-04-16,3800
21107,MC1 70000X1,LVMH MOET,Europea,MC1,Put,0,0,0,700,0,100,EUR,"97,91","107,91",2021-12-17,2021-04-16,3800
21108,MC1 70000L1,LVMH MOET,Europea,MC1,Call,0,0,0,700,0,100,EUR,"19,68","16,57",2021-12-17,2021-04-16,3800
21109,MC1 80000X1,LVMH MOET,Europea,MC1,Put,0,0,0,800,0,100,EUR,"184,56","196,57",2021-12-17,2021-04-16,3800
21110,MC1 80000L1,LVMH MOET,Europea,MC1,Call,0,0,0,800,0,100,EUR,"5,81","4,71",2021-12-17,2021-04-16,3800
21111,MC1 90000X1,LVMH MOET,Europea,MC1,Put,0,0,0,900,0,100,EUR,"281,18","294,01",2021-12-17,2021-04-16,3800
21112,MC1 90000L1,LVMH MOET,Europea,MC1,Call,0,0,0,900,0,100,EUR,"2,04","1,7",2021-12-17,2021-04-16,3800
21113,FT1   700O2,FRANCE TELECOM,Europea,FT1,Put,0,0,0,7,0,100,EUR,"0,07","0,08",2022-03-18,2021-04-16,3800
21114,FT1   700C2,FRANCE TELECOM,Europea,FT1,Call,0,0,0,7,0,100,EUR,"3,37","3,25",2022-03-18,2021-04-16,3800
21115,FT1   800O2,FRANCE TELECOM,Europea,FT1,Put,0,0,0,8,0,100,EUR,"0,16","0,18",2022-03-18,2021-04-16,3800
21116,GA1   800O2,GDF SUEZ,Europea,GA1,Put,0,0,0,8,0,100,EUR,"0,11","0,11",2022-03-18,2021-04-16,3800
21117,FT1   800C2,FRANCE TELECOM,Europea,FT1,Call,0,0,0,8,0,100,EUR,"2,37","2,25",2022-03-18,2021-04-16,3800
21118,GA1   800C2,GDF SUEZ,Europea,GA1,Call,0,0,0,8,0,100,EUR,"4,43","4,28",2022-03-18,2021-04-16,3800
21119,CA1   900O2,CARREFOUR,Europea,CA1,Put,0,0,0,9,0,100,EUR,"0,1","0,1",2022-03-18,2021-04-16,3800
21120,FT1   900O2,FRANCE TELECOM,Europea,FT1,Put,0,0,0,9,0,100,EUR,"0,38","0,42",2022-03-18,2021-04-16,3800
21121,GA1   900O2,GDF SUEZ,Europea,GA1,Put,0,0,0,9,0,100,EUR,"0,2","0,2",2022-03-18,2021-04-16,3800
21122,CA1   900C2,CARREFOUR,Europea,CA1,Call,0,0,0,9,0,100,EUR,"6,14",6,2022-03-18,2021-04-16,3800
21123,FT1   900C2,FRANCE TELECOM,Europea,FT1,Call,0,0,0,9,0,100,EUR,"1,41","1,31",2022-03-18,2021-04-16,3800
21124,GA1   900C2,GDF SUEZ,Europea,GA1,Call,0,0,0,9,0,100,EUR,"3,43","3,29",2022-03-18,2021-04-16,3800
21125,FT1   950C2,FRANCE TELECOM,Europea,FT1,Call,0,0,0,"9,5",0,100,EUR,1,"0,91",2022-03-18,2021-04-16,3800
21126,FT1   950O2,FRANCE TELECOM,Europea,FT1,Put,0,0,0,"9,5",0,100,EUR,"0,57","0,61",2022-03-18,2021-04-16,3800
21127,CA1  1000O2,CARREFOUR,Europea,CA1,Put,0,0,0,10,0,100,EUR,"0,17","0,18",2022-03-18,2021-04-16,3800
21128,FT1  1000O2,FRANCE TELECOM,Europea,FT1,Put,0,0,0,10,0,100,EUR,"0,86","0,92",2022-03-18,2021-04-16,3800
21129,GA1  1000O2,GDF SUEZ,Europea,GA1,Put,0,0,0,10,0,100,EUR,"0,35","0,38",2022-03-18,2021-04-16,3800
21130,GA1  1000C2,GDF SUEZ,Europea,GA1,Call,0,0,0,10,0,100,EUR,"2,47","2,32",2022-03-18,2021-04-16,3800
21131,CA1  1000C2,CARREFOUR,Europea,CA1,Call,0,0,0,10,0,100,EUR,"5,14",5,2022-03-18,2021-04-16,3800
21132,FT1  1000C2,FRANCE TELECOM,Europea,FT1,Call,0,0,0,10,0,100,EUR,"0,67","0,6",2022-03-18,2021-04-16,3800
21133,FT1  1100O2,FRANCE TELECOM,Europea,FT1,Put,0,0,0,11,0,100,EUR,"1,55","1,64",2022-03-18,2021-04-16,3800
21134,GA1  1100O2,GDF SUEZ,Europea,GA1,Put,0,0,0,11,0,100,EUR,"0,62","0,68",2022-03-18,2021-04-16,3800
21135,GA1  1100C2,GDF SUEZ,Europea,GA1,Call,0,0,0,11,0,100,EUR,"1,61","1,49",2022-03-18,2021-04-16,3800
21136,FT1  1100C2,FRANCE TELECOM,Europea,FT1,Call,0,0,0,11,0,100,EUR,"0,29","0,26",2022-03-18,2021-04-16,3800
21137,CA1  1200O2,CARREFOUR,Europea,CA1,Put,0,0,0,12,0,100,EUR,"0,45","0,47",2022-03-18,2021-04-16,3800
21138,FT1  1200O2,FRANCE TELECOM,Europea,FT1,Put,0,0,0,12,0,100,EUR,"2,41","2,51",2022-03-18,2021-04-16,3800
21139,GA1  1200O2,GDF SUEZ,Europea,GA1,Put,0,0,0,12,0,100,EUR,"1,11","1,2",2022-03-18,2021-04-16,3800
21140,GA1  1200C2,GDF SUEZ,Europea,GA1,Call,0,0,0,12,0,100,EUR,"0,95","0,88",2022-03-18,2021-04-16,3800
21141,CA1  1200C2,CARREFOUR,Europea,CA1,Call,0,0,0,12,0,100,EUR,"3,23","3,1",2022-03-18,2021-04-16,3800
21142,FT1  1200C2,FRANCE TELECOM,Europea,FT1,Call,0,0,0,12,0,100,EUR,"0,13","0,11",2022-03-18,2021-04-16,3800
21143,GA1  1300O2,GDF SUEZ,Europea,GA1,Put,0,0,0,13,0,100,EUR,"1,73","1,86",2022-03-18,2021-04-16,3800
21144,GA1  1300C2,GDF SUEZ,Europea,GA1,Call,0,0,0,13,0,100,EUR,"0,55","0,5",2022-03-18,2021-04-16,3800
21145,CA1  1400O2,CARREFOUR,Europea,CA1,Put,0,0,0,14,0,100,EUR,"1,09","1,14",2022-03-18,2021-04-16,3800
21146,FT1  1400O2,FRANCE TELECOM,Europea,FT1,Put,0,0,0,14,0,100,EUR,"4,33","4,44",2022-03-18,2021-04-16,3800
21147,GA1  1400O2,GDF SUEZ,Europea,GA1,Put,0,0,0,14,0,100,EUR,"2,51","2,66",2022-03-18,2021-04-16,3800
21148,GA1  1400C2,GDF SUEZ,Europea,GA1,Call,0,0,0,14,0,100,EUR,"0,3","0,28",2022-03-18,2021-04-16,3800
21149,CA1  1400C2,CARREFOUR,Europea,CA1,Call,0,0,0,14,0,100,EUR,"1,77","1,67",2022-03-18,2021-04-16,3800
21150,FT1  1400C2,FRANCE TELECOM,Europea,FT1,Call,0,0,0,14,0,100,EUR,"0,05","0,03",2022-03-18,2021-04-16,3800
21151,CA1  1500O2,CARREFOUR,Europea,CA1,Put,0,0,0,15,0,100,EUR,"1,55","1,63",2022-03-18,2021-04-16,3800
21152,CA1  1500C2,CARREFOUR,Europea,CA1,Call,0,0,0,15,0,100,EUR,"1,22","1,16",2022-03-18,2021-04-16,3800
21153,GL1  1600C2,SOCIETE GENERALE,Europea,GL1,Call,0,0,0,16,0,100,EUR,"6,65","6,43",2022-03-18,2021-04-16,3800
21154,CS1  1600O2,AXA,Europea,CS1,Put,0,0,0,16,0,100,EUR,"0,3","0,33",2022-03-18,2021-04-16,3800
21155,CA1  1600O2,CARREFOUR,Europea,CA1,Put,0,0,0,16,0,100,EUR,"2,17","2,27",2022-03-18,2021-04-16,3800
21156,FT1  1600O2,FRANCE TELECOM,Europea,FT1,Put,0,0,0,16,0,100,EUR,"6,31","6,44",2022-03-18,2021-04-16,3800
21157,GA1  1600O2,GDF SUEZ,Europea,GA1,Put,0,0,0,16,0,100,EUR,"4,32","4,48",2022-03-18,2021-04-16,3800
21158,GL1  1600O2,SOCIETE GENERALE,Europea,GL1,Put,0,0,0,16,0,100,EUR,"0,72","0,78",2022-03-18,2021-04-16,3800
21159,GA1  1600C2,GDF SUEZ,Europea,GA1,Call,0,0,0,16,0,100,EUR,"0,09","0,09",2022-03-18,2021-04-16,3800
21160,CS1  1600C2,AXA,Europea,CS1,Call,0,0,0,16,0,100,EUR,"7,71","7,42",2022-03-18,2021-04-16,3800
21161,CA1  1600C2,CARREFOUR,Europea,CA1,Call,0,0,0,16,0,100,EUR,"0,83","0,78",2022-03-18,2021-04-16,3800
21162,FT1  1600C2,FRANCE TELECOM,Europea,FT1,Call,0,0,0,16,0,100,EUR,"0,02","0,01",2022-03-18,2021-04-16,3800
21163,CA1  1700C2,CARREFOUR,Europea,CA1,Call,0,0,0,17,0,100,EUR,"0,55","0,51",2022-03-18,2021-04-16,3800
21164,CA1  1700O2,CARREFOUR,Europea,CA1,Put,0,0,0,17,0,100,EUR,"2,9",3,2022-03-18,2021-04-16,3800
21165,GL1  1800C2,SOCIETE GENERALE,Europea,GL1,Call,0,0,0,18,0,100,EUR,5,"4,81",2022-03-18,2021-04-16,3800
21166,CS1  1800O2,AXA,Europea,CS1,Put,0,0,0,18,0,100,EUR,"0,52","0,58",2022-03-18,2021-04-16,3800
21167,CA1  1800O2,CARREFOUR,Europea,CA1,Put,0,0,0,18,0,100,EUR,"3,71","3,83",2022-03-18,2021-04-16,3800
21168,GA1  1800O2,GDF SUEZ,Europea,GA1,Put,0,0,0,18,0,100,EUR,"6,27","6,43",2022-03-18,2021-04-16,3800
21169,GL1  1800O2,SOCIETE GENERALE,Europea,GL1,Put,0,0,0,18,0,100,EUR,"1,16","1,25",2022-03-18,2021-04-16,3800
21170,GA1  1800C2,GDF SUEZ,Europea,GA1,Call,0,0,0,18,0,100,EUR,"0,04","0,04",2022-03-18,2021-04-16,3800
21171,FT1  1800C2,FRANCE TELECOM,Europea,FT1,Call,0,0,0,18,0,100,EUR,"0,01","0,01",2022-03-18,2021-04-16,3800
21172,FT1  1800O2,FRANCE TELECOM,Europea,FT1,Put,0,0,0,18,0,100,EUR,"8,3","8,46",2022-03-18,2021-04-16,3800
21173,CS1  1800C2,AXA,Europea,CS1,Call,0,0,0,18,0,100,EUR,"5,72","5,44",2022-03-18,2021-04-16,3800
21174,CA1  1800C2,CARREFOUR,Europea,CA1,Call,0,0,0,18,0,100,EUR,"0,36","0,33",2022-03-18,2021-04-16,3800
21175,GL1  2000C2,SOCIETE GENERALE,Europea,GL1,Call,0,0,0,20,0,100,EUR,"3,63","3,49",2022-03-18,2021-04-16,3800
21176,CS1  2000O2,AXA,Europea,CS1,Put,0,0,0,20,0,100,EUR,"0,92","1,03",2022-03-18,2021-04-16,3800
21177,CA1  2000O2,CARREFOUR,Europea,CA1,Put,0,0,0,20,0,100,EUR,"5,51","5,65",2022-03-18,2021-04-16,3800
21178,GL1  2000O2,SOCIETE GENERALE,Europea,GL1,Put,0,0,0,20,0,100,EUR,"1,82","1,94",2022-03-18,2021-04-16,3800
21179,GA1  2000C2,GDF SUEZ,Europea,GA1,Call,0,0,0,20,0,100,EUR,"0,01","0,02",2022-03-18,2021-04-16,3800
21180,GA1  2000O2,GDF SUEZ,Europea,GA1,Put,0,0,0,20,0,100,EUR,"8,26","8,42",2022-03-18,2021-04-16,3800
21181,CS1  2000C2,AXA,Europea,CS1,Call,0,0,0,20,0,100,EUR,"3,75","3,47",2022-03-18,2021-04-16,3800
21182,CA1  2000C2,CARREFOUR,Europea,CA1,Call,0,0,0,20,0,100,EUR,"0,15","0,14",2022-03-18,2021-04-16,3800
21183,GL1  2100C2,SOCIETE GENERALE,Europea,GL1,Call,0,0,0,21,0,100,EUR,"3,04","2,91",2022-03-18,2021-04-16,3800
21184,CS1  2100C2,AXA,Europea,CS1,Call,0,0,0,21,0,100,EUR,"2,79","2,57",2022-03-18,2021-04-16,3800
21185,CS1  2100O2,AXA,Europea,CS1,Put,0,0,0,21,0,100,EUR,"1,22","1,36",2022-03-18,2021-04-16,3800
21186,GL1  2100O2,SOCIETE GENERALE,Europea,GL1,Put,0,0,0,21,0,100,EUR,"2,25","2,37",2022-03-18,2021-04-16,3800
21187,GL1  2200C2,SOCIETE GENERALE,Europea,GL1,Call,0,0,0,22,0,100,EUR,"2,53","2,43",2022-03-18,2021-04-16,3800
21188,EX1  2200C2,VIVENDI,Europea,EX1,Call,0,0,0,22,0,100,EUR,"7,37","7,44",2022-03-18,2021-04-16,3800
21189,CS1  2200O2,AXA,Europea,CS1,Put,0,0,0,22,0,100,EUR,"1,62","1,78",2022-03-18,2021-04-16,3800
21190,CA1  2200O2,CARREFOUR,Europea,CA1,Put,0,0,0,22,0,100,EUR,"7,44","7,57",2022-03-18,2021-04-16,3800
21191,EX1  2200O2,VIVENDI,Europea,EX1,Put,0,0,0,22,0,100,EUR,"0,56","0,5",2022-03-18,2021-04-16,3800
21192,GL1  2200O2,SOCIETE GENERALE,Europea,GL1,Put,0,0,0,22,0,100,EUR,"2,76","2,89",2022-03-18,2021-04-16,3800
21193,CS1  2200C2,AXA,Europea,CS1,Call,0,0,0,22,0,100,EUR,"1,99","1,81",2022-03-18,2021-04-16,3800
21194,CA1  2200C2,CARREFOUR,Europea,CA1,Call,0,0,0,22,0,100,EUR,"0,07","0,06",2022-03-18,2021-04-16,3800
21195,GL1  2300C2,SOCIETE GENERALE,Europea,GL1,Call,0,0,0,23,0,100,EUR,"2,1","2,02",2022-03-18,2021-04-16,3800
21196,CS1  2300O2,AXA,Europea,CS1,Put,0,0,0,23,0,100,EUR,"2,1","2,29",2022-03-18,2021-04-16,3800
21197,GL1  2300O2,SOCIETE GENERALE,Europea,GL1,Put,0,0,0,23,0,100,EUR,"3,31","3,46",2022-03-18,2021-04-16,3800
21198,CS1  2300C2,AXA,Europea,CS1,Call,0,0,0,23,0,100,EUR,"1,38","1,26",2022-03-18,2021-04-16,3800
21199,GL1  2400C2,SOCIETE GENERALE,Europea,GL1,Call,0,0,0,24,0,100,EUR,"1,72","1,63",2022-03-18,2021-04-16,3800
21200,EX1  2400C2,VIVENDI,Europea,EX1,Call,0,0,0,24,0,100,EUR,"5,81","5,81",2022-03-18,2021-04-16,3800
21201,CS1  2400O2,AXA,Europea,CS1,Put,0,0,0,24,0,100,EUR,"2,7","2,93",2022-03-18,2021-04-16,3800
21202,EX1  2400O2,VIVENDI,Europea,EX1,Put,0,0,0,24,0,100,EUR,"1,08","0,98",2022-03-18,2021-04-16,3800
21203,GL1  2400O2,SOCIETE GENERALE,Europea,GL1,Put,0,0,0,24,0,100,EUR,"3,94","4,11",2022-03-18,2021-04-16,3800
21204,CS1  2400C2,AXA,Europea,CS1,Call,0,0,0,24,0,100,EUR,"0,93","0,87",2022-03-18,2021-04-16,3800
21205,CS1  2500C2,AXA,Europea,CS1,Call,0,0,0,25,0,100,EUR,"0,61","0,59",2022-03-18,2021-04-16,3800
21206,CS1  2500O2,AXA,Europea,CS1,Put,0,0,0,25,0,100,EUR,"3,4","3,66",2022-03-18,2021-04-16,3800
21207,GL1  2600C2,SOCIETE GENERALE,Europea,GL1,Call,0,0,0,26,0,100,EUR,"1,15","1,09",2022-03-18,2021-04-16,3800
21208,EX1  2600C2,VIVENDI,Europea,EX1,Call,0,0,0,26,0,100,EUR,"4,48","4,39",2022-03-18,2021-04-16,3800
21209,CS1  2600O2,AXA,Europea,CS1,Put,0,0,0,26,0,100,EUR,"4,2","4,46",2022-03-18,2021-04-16,3800
21210,EX1  2600O2,VIVENDI,Europea,EX1,Put,0,0,0,26,0,100,EUR,"1,82","1,67",2022-03-18,2021-04-16,3800
21211,GL1  2600O2,SOCIETE GENERALE,Europea,GL1,Put,0,0,0,26,0,100,EUR,"5,39","5,57",2022-03-18,2021-04-16,3800
21212,CS1  2600C2,AXA,Europea,CS1,Call,0,0,0,26,0,100,EUR,"0,4","0,39",2022-03-18,2021-04-16,3800
21213,EX1  2700C2,VIVENDI,Europea,EX1,Call,0,0,0,27,0,100,EUR,"3,93","3,82",2022-03-18,2021-04-16,3800
21214,EX1  2700O2,VIVENDI,Europea,EX1,Put,0,0,0,27,0,100,EUR,"2,3","2,13",2022-03-18,2021-04-16,3800
21215,GL1  2800C2,SOCIETE GENERALE,Europea,GL1,Call,0,0,0,28,0,100,EUR,"0,77","0,72",2022-03-18,2021-04-16,3800
21216,TO1  2800C2,TOTAL,Europea,TO1,Call,0,0,0,28,0,100,EUR,"10,15","10,2",2022-03-18,2021-04-16,3800
21217,EX1  2800C2,VIVENDI,Europea,EX1,Call,0,0,0,28,0,100,EUR,"3,44","3,31",2022-03-18,2021-04-16,3800
21218,CS1  2800O2,AXA,Europea,CS1,Put,0,0,0,28,0,100,EUR,"5,98","6,26",2022-03-18,2021-04-16,3800
21219,EX1  2800O2,VIVENDI,Europea,EX1,Put,0,0,0,28,0,100,EUR,"2,83","2,64",2022-03-18,2021-04-16,3800
21220,GL1  2800O2,SOCIETE GENERALE,Europea,GL1,Put,0,0,0,28,0,100,EUR,"7,01","7,24",2022-03-18,2021-04-16,3800
21221,TO1  2800O2,TOTAL,Europea,TO1,Put,0,0,0,28,0,100,EUR,"0,82","0,8",2022-03-18,2021-04-16,3800
21222,CS1  2800C2,AXA,Europea,CS1,Call,0,0,0,28,0,100,EUR,"0,15","0,15",2022-03-18,2021-04-16,3800
21223,EX1  2900C2,VIVENDI,Europea,EX1,Call,0,0,0,29,0,100,EUR,"3,02","2,88",2022-03-18,2021-04-16,3800
21224,EX1  2900O2,VIVENDI,Europea,EX1,Put,0,0,0,29,0,100,EUR,"3,44","3,23",2022-03-18,2021-04-16,3800
21225,TO1  3000C2,TOTAL,Europea,TO1,Call,0,0,0,30,0,100,EUR,"8,25","8,3",2022-03-18,2021-04-16,3800
21226,EX1  3000C2,VIVENDI,Europea,EX1,Call,0,0,0,30,0,100,EUR,"2,67","2,5",2022-03-18,2021-04-16,3800
21227,CS1  3000O2,AXA,Europea,CS1,Put,0,0,0,30,0,100,EUR,"7,9","8,19",2022-03-18,2021-04-16,3800
21228,EX1  3000O2,VIVENDI,Europea,EX1,Put,0,0,0,30,0,100,EUR,"4,1","4,07",2022-03-18,2021-04-16,3800
21229,TO1  3000O2,TOTAL,Europea,TO1,Put,0,0,0,30,0,100,EUR,"1,16","1,14",2022-03-18,2021-04-16,3800
21230,CS1  3000C2,AXA,Europea,CS1,Call,0,0,0,30,0,100,EUR,"0,07","0,05",2022-03-18,2021-04-16,3800
21231,GL1  3000C2,SOCIETE GENERALE,Europea,GL1,Call,0,0,0,30,0,100,EUR,"0,52","0,48",2022-03-18,2021-04-16,3800
21232,GL1  3000O2,SOCIETE GENERALE,Europea,GL1,Put,0,0,0,30,0,100,EUR,"8,76","9,01",2022-03-18,2021-04-16,3800
21233,SG1  3500C2,SAINT-GOBAIN,Europea,SG1,Call,0,0,0,35,0,100,EUR,"18,43","17,75",2022-03-18,2021-04-16,3800
21234,TO1  3500C2,TOTAL,Europea,TO1,Call,0,0,0,35,0,100,EUR,"4,13","4,17",2022-03-18,2021-04-16,3800
21235,EX1  3500C2,VIVENDI,Europea,EX1,Call,0,0,0,35,0,100,EUR,"1,56","1,26",2022-03-18,2021-04-16,3800
21236,BN1  3500O2,BNP PARIBASF,Europea,BN1,Put,0,0,0,35,0,100,EUR,"0,82","0,94",2022-03-18,2021-04-16,3800
21237,EX1  3500O2,VIVENDI,Europea,EX1,Put,0,0,0,35,0,100,EUR,"8,22","8,17",2022-03-18,2021-04-16,3800
21238,SG1  3500O2,SAINT-GOBAIN,Europea,SG1,Put,0,0,0,35,0,100,EUR,"0,9","0,95",2022-03-18,2021-04-16,3800
21239,TO1  3500O2,TOTAL,Europea,TO1,Put,0,0,0,35,0,100,EUR,"2,72","2,68",2022-03-18,2021-04-16,3800
21240,BN1  3500C2,BNP PARIBASF,Europea,BN1,Call,0,0,0,35,0,100,EUR,"18,03","16,95",2022-03-18,2021-04-16,3800
21241,TO1  3600O2,TOTAL,Europea,TO1,Put,0,0,0,36,0,100,EUR,"3,18","3,13",2022-03-18,2021-04-16,3800
21242,TO1  3600C2,TOTAL,Europea,TO1,Call,0,0,0,36,0,100,EUR,"3,51","3,54",2022-03-18,2021-04-16,3800
21243,TO1  3800C2,TOTAL,Europea,TO1,Call,0,0,0,38,0,100,EUR,"2,51","2,55",2022-03-18,2021-04-16,3800
21244,TO1  3800O2,TOTAL,Europea,TO1,Put,0,0,0,38,0,100,EUR,"4,28","4,23",2022-03-18,2021-04-16,3800
21245,SG1  4000C2,SAINT-GOBAIN,Europea,SG1,Call,0,0,0,40,0,100,EUR,"13,82","13,15",2022-03-18,2021-04-16,3800
21246,TO1  4000C2,TOTAL,Europea,TO1,Call,0,0,0,40,0,100,EUR,"1,75","1,77",2022-03-18,2021-04-16,3800
21247,EX1  4000C2,VIVENDI,Europea,EX1,Call,0,0,0,40,0,100,EUR,"0,9","0,69",2022-03-18,2021-04-16,3800
21248,BN1  4000O2,BNP PARIBASF,Europea,BN1,Put,0,0,0,40,0,100,EUR,"1,55","1,79",2022-03-18,2021-04-16,3800
21249,SG1  4000O2,SAINT-GOBAIN,Europea,SG1,Put,0,0,0,40,0,100,EUR,"1,55","1,67",2022-03-18,2021-04-16,3800
21250,TO1  4000O2,TOTAL,Europea,TO1,Put,0,0,0,40,0,100,EUR,"5,59","5,54",2022-03-18,2021-04-16,3800
21251,EX1  4000O2,VIVENDI,Europea,EX1,Put,0,0,0,40,0,100,EUR,"12,74","12,61",2022-03-18,2021-04-16,3800
21252,BN1  4000C2,BNP PARIBASF,Europea,BN1,Call,0,0,0,40,0,100,EUR,"13,31","12,31",2022-03-18,2021-04-16,3800
21253,TO1  4200C2,TOTAL,Europea,TO1,Call,0,0,0,42,0,100,EUR,"1,22","1,18",2022-03-18,2021-04-16,3800
21254,TO1  4200O2,TOTAL,Europea,TO1,Put,0,0,0,42,0,100,EUR,"7,1","7,05",2022-03-18,2021-04-16,3800
21255,TO1  4500C2,TOTAL,Europea,TO1,Call,0,0,0,45,0,100,EUR,"0,68","0,68",2022-03-18,2021-04-16,3800
21256,BN1  4500O2,BNP PARIBASF,Europea,BN1,Put,0,0,0,45,0,100,EUR,"2,79","3,14",2022-03-18,2021-04-16,3800
21257,DA1  4500O2,DANONE,Europea,DA1,Put,0,0,0,45,0,100,EUR,"0,7","0,75",2022-03-18,2021-04-16,3800
21258,TO1  4500O2,TOTAL,Europea,TO1,Put,0,0,0,45,0,100,EUR,"9,62","9,57",2022-03-18,2021-04-16,3800
21259,UL1  4500O2,UNILEVERIBAIL-RODAMCO,Europea,UL1,Put,0,0,0,45,0,100,EUR,"2,23","2,22",2022-03-18,2021-04-16,3800
21260,UL1  4500C2,UNILEVERIBAIL-RODAMCO,Europea,UL1,Call,0,0,0,45,0,100,EUR,"26,21","26,52",2022-03-18,2021-04-16,3800
21261,EX1  4500C2,VIVENDI,Europea,EX1,Call,0,0,0,45,0,100,EUR,"0,53","0,41",2022-03-18,2021-04-16,3800
21262,EX1  4500O2,VIVENDI,Europea,EX1,Put,0,0,0,45,0,100,EUR,"17,48","17,25",2022-03-18,2021-04-16,3800
21263,BN1  4500C2,BNP PARIBASF,Europea,BN1,Call,0,0,0,45,0,100,EUR,"9,13","8,33",2022-03-18,2021-04-16,3800
21264,DA1  4500C2,DANONE,Europea,DA1,Call,0,0,0,45,0,100,EUR,"14,63","14,27",2022-03-18,2021-04-16,3800
21265,SG1  4600C2,SAINT-GOBAIN,Europea,SG1,Call,0,0,0,46,0,100,EUR,"8,92","8,38",2022-03-18,2021-04-16,3800
21266,SG1  4600O2,SAINT-GOBAIN,Europea,SG1,Put,0,0,0,46,0,100,EUR,"2,96","3,21",2022-03-18,2021-04-16,3800
21267,SG1  4800C2,SAINT-GOBAIN,Europea,SG1,Call,0,0,0,48,0,100,EUR,"7,53","7,04",2022-03-18,2021-04-16,3800
21268,SG1  4800O2,SAINT-GOBAIN,Europea,SG1,Put,0,0,0,48,0,100,EUR,"3,64","3,95",2022-03-18,2021-04-16,3800
21269,BN1  4800C2,BNP PARIBASF,Europea,BN1,Call,0,0,0,48,0,100,EUR,"7,03","6,38",2022-03-18,2021-04-16,3800
21270,BN1  4800O2,BNP PARIBASF,Europea,BN1,Put,0,0,0,48,0,100,EUR,"3,85","4,3",2022-03-18,2021-04-16,3800
21271,SG1  5000C2,SAINT-GOBAIN,Europea,SG1,Call,0,0,0,50,0,100,EUR,"6,3","5,86",2022-03-18,2021-04-16,3800
21272,TO1  5000C2,TOTAL,Europea,TO1,Call,0,0,0,50,0,100,EUR,"0,27","0,26",2022-03-18,2021-04-16,3800
21273,UL1  5000C2,UNILEVERIBAIL-RODAMCO,Europea,UL1,Call,0,0,0,50,0,100,EUR,"22,28","22,58",2022-03-18,2021-04-16,3800
21274,BN1  5000O2,BNP PARIBASF,Europea,BN1,Put,0,0,0,50,0,100,EUR,"4,71","5,23",2022-03-18,2021-04-16,3800
21275,DA1  5000O2,DANONE,Europea,DA1,Put,0,0,0,50,0,100,EUR,"1,53","1,65",2022-03-18,2021-04-16,3800
21276,SG1  5000O2,SAINT-GOBAIN,Europea,SG1,Put,0,0,0,50,0,100,EUR,"4,45","4,79",2022-03-18,2021-04-16,3800
